step,eval_return,eval_length,mse_mean,ssim_mean,head_error_mean,body_accuracy_mean,food_correct_mean,mse_std,ssim_std,head_error_std,body_accuracy_std,food_correct_std
297749,2.549600386619568,79.9,0.0008748856679315004,0.946019662925962,0.36260411532317227,0.9137645107794361,0.724709784411277,0.001372763346814261,0.0748314609675378,1.79953767238241,0.16332571311788158,0.4466603998451591
307749,0.03180000782012939,1587.9,0.0009117902497755299,0.9530004147870558,0.3171410745895519,0.9217799889441681,0.7097844112769486,0.0014056272290674042,0.06210019350325243,1.7071458379243736,0.16121292905910828,0.453861763960332
317749,-1.249599862098694,1527.2,0.0008861243825992877,0.9463426728638339,0.3536253200290212,0.9212271973466003,0.7296849087893864,0.0014589199274644088,0.07686163470755647,1.7976372585884923,0.15120340737198243,0.44412255366555214
327749,-2.6154001474380495,1859.0,0.0009654418448738741,0.9548186497190584,0.3410452430180313,0.9380873410724159,0.7280265339966833,0.0015472228640634347,0.06186518143856296,1.754815194758053,0.1505149606560858,0.44497629127118604
337749,1.3312002301216126,37.8,0.0008899570007364862,0.9558551319492288,0.29753600922449935,0.9220563847429519,0.714759535655058,0.0014110371442295534,0.06040916136914777,1.6594959228355939,0.1538941427618024,0.45152889369920046
347749,1.8874003291130066,60.3,0.0008292342378210367,0.9558780410260534,0.35655058043117743,0.918186843559978,0.7164179104477612,0.0013489802264776839,0.06125898113288898,1.8349570490394946,0.1551730422182175,0.4507363841952686
357749,0.745600038766861,1181.3,0.0008364876695932317,0.9565707053844158,0.2776355117120615,0.9246821448313984,0.7230514096185738,0.0013441438084941487,0.05930908700582398,1.611278588101344,0.14181905873687212,0.4474908587526311
367749,-0.2537998676300049,1330.1,0.0009130665718119946,0.9499087782457011,0.3615257048092869,0.906301824212272,0.7180762852404643,0.0015106305738504756,0.07401442092848325,1.8371454696176375,0.17468520615044622,0.44993636640720613
377749,1.6622001767158507,72.7,0.0008179922482060917,0.9579544464152259,0.42454394693200664,0.9248203427307906,0.7396351575456053,0.0013623583499360846,0.05977520394098376,1.9955658763389152,0.14890219231806479,0.43883367152953623
387749,-1.53240008354187,1618.7,0.0008692364512616941,0.9579047221351926,0.2603648424543947,0.9273079049198452,0.7296849087893864,0.001446985288200848,0.06214777499702926,1.5624759870710223,0.1437045525795076,0.44412255366555214
397749,6.28580071926117,265.9,0.0009129784962706506,0.9528862465354991,0.27929388650476467,0.9107241569928138,0.7131011608623549,0.0014883237616533237,0.0631553314010695,1.6125353376520628,0.15145985393061887,0.452313934385308
407749,6.047001016139984,335.2,0.0008502835477598493,0.9535499004866592,0.3320664477238802,0.9342177998894415,0.724709784411277,0.0013749644971215744,0.06366922146603846,1.7565363929719804,0.14502419345417328,0.4466603998451591
417749,5.758000755310059,329.4,0.000946826455153319,0.9535914537742839,0.24251420891791006,0.9336650082918739,0.7296849087893864,0.0015450978264645446,0.06826611148133153,1.5103488639970124,0.12922028291094262,0.44412255366555214
427749,3.003800427913666,153.4,0.0007781014393313573,0.9604809801239,0.25773501419962375,0.9539800995024875,0.7346600331674958,0.0013541639736587051,0.05864001576516082,1.5602569819910668,0.13261555682937415,0.44151406414046396
437749,5.203200685977936,406.4,0.0008474733913955044,0.9566562257468985,0.15754560530679934,0.9441680486456605,0.7313432835820896,0.0014330322509233276,0.06323289404580912,1.2176379054610933,0.12865831060636776,0.4432609673109701
444595,4.170600771903992,521.9,0.0009465112132716058,0.9578773668094036,0.21335038397988867,0.9268933112216694,0.714759535655058,0.0015436520855488338,0.06250042122521404,1.4027646317174025,0.14639417701211552,0.45152889369920046
454595,6.207200694084167,255.1,0.0006201991460445403,0.9631966056112826,0.24251420891791006,0.9404367053620786,0.7611940298507462,0.0010922165758301904,0.056519263935487174,1.5103488639970124,0.1363760510846124,0.4263539360324089
464595,6.866800999641418,276.0,0.0009691408800204512,0.9512976433333721,0.2076883382711439,0.9309010503040352,0.7131011608623549,0.0015530409507317525,0.06718416672309717,1.4012491046623305,0.13648020411259126,0.452313934385308
474595,8.612001204490662,305.2,0.0009759107550419955,0.9504813318273374,0.2222222222222222,0.9270315091210614,0.7595356550580431,0.0016759971119034442,0.07694467431350488,1.4548040291465143,0.14531849190372406,0.42736546860221697
484595,9.132001399993896,195.5,0.0012744181259514333,0.9505833857603848,0.1479868457338305,0.9295190713101161,0.6898839137645107,0.001936932960345944,0.0640481277376642,1.153834357408169,0.13928867488225674,0.4625409163452157
494595,5.8142005443573,100.9,0.0012828618476918398,0.9463927205704343,0.27568170477197307,0.925787728026534,0.6915422885572139,0.0021334943282207103,0.07188027592377574,1.6110994347645942,0.14803143323706042,0.46185663543383787
504595,6.812400889396668,152.9,0.000779080410544794,0.9588996369558542,0.19402985074626866,0.9325594250967384,0.7412935323383084,0.001311744300026872,0.062355948763145846,1.3434309850947244,0.13112934464762052,0.4379240016848833
514595,6.812400889396668,152.9,0.0007625445104464965,0.9596092541069853,0.2823152039427857,0.9625483692647873,0.7512437810945274,0.0013455141520939446,0.06436762539408238,1.6130375585905425,0.12784478454563633,0.432292218830417
