step,eval_return,eval_length,mse_mean,ssim_mean,head_error_mean,body_accuracy_mean,food_correct_mean,mse_std,ssim_std,head_error_std,body_accuracy_std,food_correct_std
15000,-1.0080000162124634,5.0,0.007542493703711784,0.37902419260281933,10.0,0.004698728579325594,0.0,0.0018134292641488197,0.047333927121256524,0.0,0.047277418568198844,0.0
25000,-2.521000289916992,1611.6,0.004345227994919008,0.5646336878734195,6.969177800269276,0.7574626865671642,0.003316749585406302,0.0015603281054571757,0.07037364142925177,4.576895642633475,0.30419878517474863,0.05749564120517318
35000,-3.662800359725952,1931.8,0.00373136699736384,0.6645436529371548,2.510494904021138,0.8448037589828634,0.001658374792703151,0.0015826945736968122,0.06559001290876414,4.299049501207504,0.24936753090481267,0.04068936698635256
45000,-2.027000206708908,1264.8,0.0038953551360958907,0.6749315059623207,1.6799336650082919,0.8604201216141514,0.03316749585406302,0.0018165397387416146,0.06598159532035355,3.714796552765103,0.224241752935273,0.1790737643342367
55000,-3.5992003440856934,2000.0,0.0033130900176866736,0.7258693937828291,1.0597014925373134,0.9054726368159204,0.05638474295190713,0.0018118246409248025,0.05097695673123923,3.0582652455632418,0.18766674309846834,0.23066318239839337
65000,1.130800199508667,87.9,0.003182256225651751,0.7751823413168787,0.824212271973466,0.9155610834715311,0.04477611940298507,0.0017410721117666766,0.053041806504182554,2.732206569367242,0.16721488967622566,0.20681203672464207
75000,-3.4614003539085387,1831.1,0.0033169572013455394,0.7741139771490732,0.7229589915588709,0.9293808734107241,0.05472636815920398,0.0018926661528020096,0.06920277792703956,2.501021406206264,0.158592551902113,0.22744536220223804
85000,-3.368200385570526,1784.7,0.003304396522402548,0.7765335422872865,0.5530217843366493,0.9231619679380872,0.05306799336650083,0.0019225602764472126,0.058998244575523454,2.2447959512907545,0.17046989580277974,0.22416909119357614
87749,-2.312600189447403,1457.5,0.0019215231530363888,0.838696787818863,0.8315326924749139,0.8709231619679381,0.2835820895522388,0.0015517000264873946,0.07416920953088336,2.7321128475704506,0.22184116373462145,0.4507363841952686
97749,-2.3406001567840575,1521.6,0.0014265057549513356,0.8891302664629102,0.8049986957916635,0.9009121061359867,0.5373134328358209,0.001494748247956261,0.0789274268377488,2.706555579161542,0.18295376813314307,0.49860576383552435
107749,-2.066400074958801,1434.6,0.0018682198768148427,0.8742710577051855,0.6650082918739635,0.9103095632946379,0.5024875621890548,0.0022834899663084457,0.09978696586717746,2.461757813824895,0.17151901582748852,0.49999381199606413
117749,-0.7941998243331909,999.5,0.001993851509172477,0.8868304462772494,0.6467661691542289,0.9195688225538972,0.4842454394693201,0.002547429716784778,0.09998237318243759,2.431059795931146,0.15670435255002216,0.4997517321855775
127749,0.5594002723693847,523.7,0.0017522929727146225,0.9003386982129461,0.780219130936981,0.9572968490878938,0.5522388059701493,0.002623216365563336,0.08538642994113682,2.6557390026146206,0.14320236780720652,0.4972636193718711
137749,-2.607400232553482,1604.7,0.001483704868026433,0.9047780170095585,0.49985773393428373,0.9079601990049752,0.5091210613598673,0.0016998470041210002,0.08570759891326146,2.1438081514222973,0.1729874506446076,0.499916799317316
147749,1.9106002926826477,98.8,0.0016282711977422708,0.9009424922139229,0.5453207746679042,0.9216417910447762,0.5522388059701493,0.002302466682046277,0.09137033993456523,2.242615679709325,0.15617365451102772,0.4972636193718711
157749,-1.9058000564575195,1554.7,0.0011930154376562684,0.9174886872095284,0.5116693715708882,0.9155610834715311,0.5920398009950248,0.0014571054155590117,0.08059954016332672,2.145662157933373,0.16168244695731585,0.49145566944821817
167749,0.30000020265579225,903.5,0.0015061314231881132,0.9019326124192415,0.731423925667564,0.9420950801547815,0.5439469320066335,0.0018441992216348597,0.09453852614613213,2.55077996126256,0.143732060713908,0.49806492264282615
177749,-2.1468002676963804,1424.7,0.0013982675720184577,0.9218179355879296,0.5831679627526913,0.9114151464897732,0.6185737976782753,0.002121131241960979,0.0858941019210312,2.279743090800956,0.16540446970582645,0.48573681608886865
187749,-3.499000310897827,2000.0,0.0010032504793525958,0.9340838484635411,0.4185973690918294,0.9163902708678828,0.6550580431177446,0.0014020569388457245,0.0677986786418053,1.9595156584533149,0.16548758463460753,0.47534934865264683
197749,-3.19840030670166,2000.0,0.0011395676209933826,0.9399929121206474,0.524733355824831,0.9205362078496405,0.6799336650082919,0.0019561583563342927,0.07239353238942348,2.209945448508699,0.1553177165623964,0.4665017429728251
207749,0.45960021018981934,1023.9,0.0010854525960429418,0.9414894059308546,0.4641564668613146,0.9233001658374793,0.6716417910447762,0.0018865854390017645,0.07303519275385684,2.037821871079737,0.16204833704694832,0.4696159021657395
217749,-0.5343997955322266,1370.2,0.0014330210896251316,0.9307969564502351,0.49985773393428373,0.9203980099502488,0.6185737976782753,0.0020187272868924223,0.0777904821967375,2.1414861991963594,0.15572836900256692,0.48573681608886865
227749,-0.7951998949050904,1500.4,0.0013063400732421112,0.9336994128509548,0.47761194029850745,0.9360143725815367,0.6351575456053068,0.0019055409455424586,0.07646212164495096,2.106787483623102,0.15182295683711244,0.48138595520221555
237749,1.769200372695923,970.3,0.0011170539193532893,0.9371163428255834,0.3996683250414594,0.9116915422885572,0.6699834162520729,0.001688079455036371,0.07663481327991911,1.9199053034556577,0.18487625114363618,0.47021871315301195
247749,-0.7481996059417725,1477.3,0.0011771358581385716,0.9431603311513898,0.4096185737976783,0.9208126036484245,0.6998341625207297,0.0017685417055363112,0.07334384735235766,1.9571801780130653,0.15656608300845598,0.4583299111880421
257749,-2.2846001505851747,1894.4,0.0016703821610253447,0.9287624869604385,0.318799449382255,0.9115533443891652,0.6252072968490879,0.0025852287705268274,0.08780193351511448,1.7082937126226303,0.18252149781214633,0.4840693471143823
267749,1.5424005687236786,1434.0,0.0014180843762921585,0.9217710800946413,0.3270913233457708,0.9195688225538972,0.6417910447761194,0.0022442014908609586,0.09521939639394196,1.7120612975077982,0.15574602828356746,0.4794739822151943
277749,-3.1984002113342287,2000.0,0.0010039086981301335,0.9428405751143865,0.3449419568822554,0.9168048645660587,0.6666666666666666,0.0015002456460038625,0.07233039204639177,1.7937851402274965,0.16243233419976175,0.4714045207910317
287749,-2.163800072669983,1833.6,0.000880162828797848,0.9443193429623474,0.31616962112748404,0.9203980099502488,0.6981757877280266,0.0013658096069144642,0.07363843292497402,1.7073260215349706,0.15749322686949863,0.45904940601026395
